month,day,carrier,origin,arr_delay,arr_time,sched_arr_time
9,20,EV,EWR,-4,718,722
4,23,US,LGA,39,847,808
11,25,MQ,JFK,-16,1634,1650
1,25,AA,JFK,-9,1941,1950
5,23,UA,EWR,NA,NA,2052
12,4,B6,JFK,30,2237,2207
2,18,B6,JFK,1,1512,1511
9,7,DL,JFK,-17,1041,1058
1,10,DL,JFK,-29,2007,2036
2,18,MQ,JFK,-19,1156,1215
2,17,EV,EWR,-22,955,1017
7,20,DL,JFK,72,2352,2240
10,3,9E,JFK,-12,2122,2134
4,24,UA,JFK,169,222,2333
4,12,EV,EWR,NA,NA,1021
8,26,EV,EWR,-13,950,1003
2,9,9E,JFK,NA,NA,957
7,27,DL,JFK,7,1252,1245
6,17,US,JFK,-6,1201,1207
10,11,UA,EWR,25,1832,1807
1,8,UA,EWR,-26,1848,1914
12,4,UA,EWR,-27,857,924
9,22,EV,LGA,-39,944,1023
9,16,MQ,LGA,7,1527,1520
3,10,DL,JFK,-36,1811,1847
11,22,AA,JFK,-29,2026,2055
12,15,US,JFK,10,827,817
6,25,US,LGA,0,2012,2012
9,29,B6,JFK,-36,959,1035
1,20,UA,LGA,-11,1153,1204
5,5,9E,JFK,29,2201,2132
1,7,FL,LGA,-8,1313,1321
2,7,9E,JFK,81,1425,1304
3,15,9E,JFK,-29,2053,2122
6,7,B6,LGA,84,102,2338
10,11,EV,LGA,169,2010,1721
11,24,FL,LGA,-15,1118,1133
5,17,UA,EWR,-21,1130,1151
1,17,MQ,EWR,-5,1545,1550
3,9,UA,EWR,-13,1419,1432
2,7,AA,JFK,7,1957,1950
3,11,DL,LGA,2,1047,1045
2,21,UA,EWR,-16,944,1000
12,4,HA,JFK,-16,1519,1535
2,8,US,LGA,95,1349,1214
6,25,EV,EWR,-21,824,845
9,22,B6,JFK,-11,1111,1122
1,15,B6,EWR,-16,1249,1305
11,11,UA,EWR,120,1932,1732
12,16,AA,JFK,1,1956,1955
6,20,AA,JFK,17,2102,2045
2,20,AA,EWR,-5,2005,2010
6,21,B6,JFK,-14,1816,1830
5,19,DL,JFK,6,1253,1247
8,6,B6,JFK,9,818,809
7,15,B6,JFK,-41,1804,1845
1,16,UA,EWR,3,1850,1847
7,30,EV,EWR,90,1549,1419
7,13,WN,EWR,-8,1542,1550
3,20,B6,EWR,0,723,723
2,18,EV,EWR,-4,1636,1640
2,6,B6,JFK,-3,2341,2344
2,13,EV,EWR,-25,1138,1203
8,5,MQ,LGA,13,1633,1620
11,11,DL,JFK,-26,1844,1910
9,21,AA,JFK,-7,1908,1915
10,29,B6,JFK,42,1541,1459
3,26,UA,JFK,-10,1140,1150
6,22,AA,LGA,-25,1645,1710
6,24,9E,JFK,NA,NA,2308
5,21,EV,EWR,92,1821,1649
6,30,DL,LGA,153,2331,2058
8,24,AA,EWR,-10,930,940
5,9,MQ,LGA,41,2106,2025
8,27,UA,EWR,-20,1754,1814
5,10,MQ,JFK,32,1902,1830
6,14,EV,EWR,-25,832,857
2,5,AA,JFK,-8,1212,1220
5,2,UA,EWR,8,2027,2019
4,7,HA,JFK,-13,1457,1510
11,7,AA,JFK,-25,830,855
8,3,EV,EWR,-12,804,816
11,25,UA,EWR,-11,2204,2215
12,9,9E,LGA,71,1855,1744
8,27,DL,EWR,-22,937,959
11,1,DL,LGA,5,1234,1229
3,5,FL,LGA,0,2003,2003
5,20,US,EWR,-19,1832,1851
8,19,DL,JFK,-17,1658,1715
3,18,UA,LGA,-7,1723,1730
11,23,B6,JFK,33,2223,2150
1,28,EV,EWR,NA,NA,1704
11,29,DL,JFK,-3,2003,2006
5,24,MQ,LGA,99,14,2235
5,7,US,LGA,-4,1728,1732
8,20,WN,EWR,0,1920,1920
8,30,MQ,JFK,NA,NA,935
6,30,EV,EWR,37,1456,1419
6,11,DL,EWR,-15,1614,1629
2,3,AA,LGA,17,1927,1910
12,10,UA,LGA,42,1237,1155
12,7,UA,EWR,-10,907,917
12,30,UA,EWR,17,2123,2106
12,7,WN,LGA,30,1655,1625
10,5,DL,JFK,-15,1031,1046
11,8,DL,JFK,-31,2323,2354
10,22,AA,LGA,12,1337,1325
8,10,EV,EWR,-3,1829,1832
9,22,AA,LGA,-20,1845,1905
8,5,UA,EWR,26,2147,2121
7,12,DL,LGA,3,1752,1749
1,28,UA,EWR,-21,754,815
3,7,9E,LGA,-9,2230,2239
12,28,UA,EWR,10,1611,1601
3,3,DL,EWR,-13,1911,1924
11,2,B6,JFK,-8,2116,2124
8,30,DL,LGA,3,2326,2323
2,24,B6,JFK,-15,1632,1647
7,15,9E,JFK,-7,1635,1642
9,18,WN,EWR,-23,1402,1425
5,8,AA,JFK,7,847,840
12,18,B6,LGA,23,1244,1221
2,17,B6,JFK,34,1721,1647
8,9,EV,EWR,65,1921,1816
5,21,AA,LGA,-12,1028,1040
3,7,EV,EWR,18,1734,1716
11,16,UA,EWR,-7,2058,2105
8,9,B6,JFK,11,1514,1503
9,26,DL,JFK,-18,1800,1818
6,1,UA,JFK,-35,2103,2138
7,31,B6,JFK,94,2323,2149
9,2,EV,EWR,45,1538,1453
8,24,AA,JFK,-36,1834,1910
2,11,US,EWR,18,1711,1653
3,18,AA,JFK,-17,1233,1250
12,3,B6,JFK,-19,1145,1204
10,24,UA,EWR,-25,1405,1430
4,16,DL,LGA,-39,2204,2243
4,30,AA,JFK,-22,1153,1215
5,11,MQ,LGA,-1,1424,1425
7,6,MQ,EWR,-7,708,715
8,8,9E,JFK,NA,NA,2202
6,27,FL,LGA,NA,NA,1630
12,10,UA,EWR,27,1559,1532
1,18,B6,JFK,11,1607,1556
11,4,AA,EWR,-2,2203,2205
2,18,UA,EWR,-22,1815,1837
1,23,UA,EWR,-15,2322,2337
10,20,DL,LGA,-1,1736,1737
10,20,US,JFK,2,1031,1029
6,10,UA,EWR,-9,952,1001
11,2,UA,LGA,-7,1745,1752
7,28,B6,JFK,82,135,13
1,26,EV,EWR,-21,1403,1424
7,24,US,LGA,16,1006,950
8,29,UA,EWR,-30,1238,1308
1,26,B6,LGA,-20,1218,1238
5,2,DL,LGA,-29,1425,1454
8,15,EV,EWR,43,1802,1719
5,2,B6,JFK,-14,1125,1139
3,10,B6,JFK,10,1839,1829
3,9,DL,LGA,-34,2208,2242
11,14,DL,JFK,-30,1917,1947
7,7,UA,EWR,27,2311,2244
6,18,WN,LGA,39,1559,1520
6,26,AA,LGA,-23,1612,1635
12,30,AA,JFK,-24,1111,1135
6,18,MQ,LGA,27,1532,1505
6,28,UA,EWR,108,58,2310
5,17,EV,EWR,-9,1302,1311
9,29,EV,EWR,-22,1222,1244
3,31,EV,EWR,-10,1547,1557
3,1,EV,EWR,-8,839,847
10,20,AA,LGA,8,1558,1550
4,16,MQ,LGA,-7,933,940
4,23,B6,JFK,-6,2139,2145
5,12,UA,JFK,-40,1107,1147
8,6,9E,EWR,0,2046,2046
4,18,B6,JFK,-12,31,43
5,31,B6,JFK,-7,1347,1354
8,28,UA,LGA,-49,826,915
10,18,EV,LGA,77,1315,1158
9,5,DL,LGA,-14,1200,1214
10,16,9E,EWR,-21,1310,1331
11,19,MQ,LGA,-2,958,1000
11,26,DL,LGA,-13,1501,1514
6,30,UA,LGA,-32,927,959
4,10,UA,EWR,NA,NA,2006
6,9,WN,LGA,-15,1930,1945
11,7,MQ,LGA,2,901,859
11,9,DL,LGA,-20,914,934
6,29,UA,EWR,-6,2153,2159
1,13,9E,JFK,-2,1635,1637
8,29,AA,LGA,-8,1747,1755
11,7,UA,EWR,138,2022,1804
2,24,UA,EWR,-9,1434,1443
7,5,UA,EWR,0,1435,1435
2,22,9E,JFK,21,1946,1925
3,26,EV,EWR,-12,2245,2257
10,18,B6,JFK,-28,1151,1219
8,21,VX,JFK,0,2300,2300
9,23,B6,JFK,-31,1804,1835
1,14,EV,EWR,-22,1218,1240
6,7,UA,EWR,-23,1454,1517
11,6,DL,JFK,-3,1020,1023
1,20,UA,EWR,0,2110,2110
3,25,DL,JFK,25,1949,1924
3,25,FL,LGA,16,831,815
4,15,DL,LGA,3,2248,2245
11,18,UA,EWR,-6,1127,1133
7,30,EV,EWR,-4,816,820
4,23,MQ,JFK,37,1102,1025
9,24,DL,JFK,-17,2125,2142
3,27,US,LGA,-20,747,807
12,9,9E,JFK,8,1633,1625
4,18,AA,LGA,-4,1306,1310
7,5,DL,LGA,-30,2051,2121
9,4,DL,LGA,-28,1416,1444
8,14,UA,LGA,-15,1320,1335
5,13,WN,LGA,-20,1215,1235
5,5,UA,EWR,22,1844,1822
12,27,9E,EWR,-14,1511,1525
10,28,DL,JFK,-32,1045,1117
10,11,MQ,LGA,35,2330,2255
7,31,VX,EWR,61,1446,1345
10,28,MQ,JFK,-8,927,935
5,22,EV,EWR,-3,1411,1414
6,27,UA,EWR,56,1859,1803
3,31,DL,LGA,-14,1640,1654
7,3,US,LGA,-18,2152,2210
5,24,AA,LGA,40,2005,1925
12,11,B6,JFK,20,1849,1829
11,9,WN,LGA,-10,840,850
5,3,UA,EWR,-30,921,951
12,14,US,EWR,-5,1337,1342
4,13,UA,EWR,-1,907,908
3,20,B6,JFK,61,2047,1946
2,16,9E,JFK,-28,944,1012
5,19,EV,EWR,14,1459,1445
8,19,AA,JFK,-16,1724,1740
1,18,AA,JFK,-7,1213,1220
10,24,AA,LGA,-1,1138,1139
3,25,EV,EWR,-19,916,935
9,6,AA,JFK,-47,1013,1100
7,7,9E,JFK,21,1834,1813
2,10,MQ,LGA,9,2254,2245
7,29,DL,JFK,53,1817,1724
1,12,EV,EWR,-9,1421,1430
10,22,MQ,EWR,-17,1953,2010
12,30,EV,LGA,-15,1120,1135
5,25,B6,JFK,93,134,1
6,23,B6,JFK,39,1055,1016
2,2,WN,LGA,95,2300,2125
6,8,9E,JFK,-25,1849,1914
2,27,UA,JFK,1,2211,2210
2,27,MQ,LGA,-18,1312,1330
5,16,AA,JFK,-11,1244,1255
12,29,WN,EWR,-15,1700,1715
7,31,AA,JFK,17,1057,1040
5,8,EV,EWR,175,2355,2100
11,2,US,EWR,19,1715,1656
12,28,DL,JFK,-39,1004,1043
2,3,VX,JFK,-26,2209,2235
1,13,DL,JFK,-38,1027,1105
2,22,VX,JFK,-26,1009,1035
7,12,US,LGA,46,2102,2016
5,16,B6,EWR,-21,814,835
10,6,EV,EWR,-13,1646,1659
5,13,UA,JFK,-27,2036,2103
3,23,DL,JFK,32,2047,2015
1,28,B6,JFK,-11,2117,2128
7,23,9E,JFK,NA,NA,1839
7,21,EV,EWR,3,820,817
2,1,UA,LGA,17,1233,1216
4,7,9E,JFK,-29,1815,1844
5,2,FL,LGA,4,1542,1538
1,26,DL,LGA,-8,944,952
6,28,AA,EWR,-13,927,940
6,11,UA,EWR,106,1809,1623
12,4,US,EWR,1,1507,1506
6,26,EV,EWR,48,2258,2210
11,7,EV,LGA,76,2302,2146
9,5,B6,JFK,-17,2233,2250
12,28,B6,LGA,24,2307,2243
12,11,B6,JFK,-3,2006,2009
10,30,DL,LGA,44,1725,1641
1,8,US,EWR,10,1025,1015
5,2,EV,EWR,-14,1220,1234
2,11,DL,LGA,38,2111,2033
1,8,MQ,LGA,99,1759,1620
11,17,AA,LGA,-14,851,905
2,23,UA,EWR,47,1912,1825
4,8,UA,EWR,-17,2354,11
1,18,US,JFK,NA,NA,1026
8,4,UA,EWR,-4,2042,2046
3,14,MQ,JFK,7,1902,1855
12,22,UA,EWR,4,1735,1731
7,29,DL,LGA,NA,NA,1057
8,6,EV,EWR,4,1032,1028
5,1,US,LGA,8,1318,1310
12,10,EV,LGA,23,2036,2013
10,31,B6,LGA,-12,1702,1714
4,29,EV,EWR,18,1723,1705
12,11,B6,JFK,19,1023,1004
1,27,DL,LGA,-24,813,837
5,7,US,LGA,NA,NA,1310
11,20,MQ,LGA,12,2152,2140
6,4,EV,EWR,-14,1458,1512
1,9,UA,EWR,-27,2123,2150
4,6,AA,LGA,-13,1837,1850
5,7,B6,JFK,-41,2136,2217
2,3,B6,JFK,7,1330,1323
8,10,UA,EWR,1,2136,2135
2,12,UA,EWR,-21,1914,1935
3,3,DL,LGA,-16,1851,1907
8,22,EV,EWR,64,1246,1142
12,1,B6,LGA,-14,1853,1907
6,16,B6,JFK,-21,1206,1227
4,30,EV,LGA,-24,741,805
10,31,VX,JFK,-8,1352,1400
4,10,EV,EWR,NA,NA,1639
1,7,MQ,LGA,-18,937,955
8,29,AA,LGA,-13,1022,1035
9,20,EV,EWR,-3,909,912
8,19,DL,JFK,33,2208,2135
5,9,UA,EWR,2,1534,1532
11,27,MQ,LGA,33,2258,2225
5,8,B6,JFK,8,950,942
12,30,UA,EWR,-1,1317,1318
1,11,B6,LGA,-15,849,904
4,14,MQ,LGA,4,2029,2025
7,29,WN,EWR,-13,1637,1650
8,5,B6,JFK,18,12,2354
11,6,B6,JFK,-10,1806,1816
4,27,B6,EWR,-22,928,950
9,10,MQ,EWR,-6,854,900
2,11,UA,EWR,5,1212,1207
9,13,9E,JFK,-7,1015,1022
6,28,US,JFK,116,1213,1017
8,17,9E,JFK,104,1225,1041
10,4,EV,EWR,-17,1538,1555
8,25,9E,JFK,-28,2024,2052
10,24,AA,JFK,-9,2206,2215
2,6,MQ,EWR,-13,837,850
4,19,UA,EWR,80,1827,1707
6,4,DL,JFK,-21,1056,1117
12,16,UA,EWR,-9,2336,2345
1,15,9E,JFK,-25,1341,1406
9,20,UA,EWR,-2,1629,1631
4,2,US,LGA,-34,1236,1310
8,9,AA,LGA,-9,1246,1255
7,20,US,LGA,-18,1356,1414
7,26,AA,LGA,-36,939,1015
2,7,AA,LGA,-11,1814,1825
9,29,UA,EWR,-25,1018,1043
1,21,AA,JFK,6,1226,1220
6,27,WN,LGA,NA,843,725
6,1,B6,JFK,-20,1025,1045
7,10,AS,EWR,21,2206,2145
3,31,B6,JFK,-10,1358,1408
10,3,EV,EWR,170,118,2228
5,12,US,LGA,-14,1605,1619
1,8,B6,LGA,92,157,25
8,12,EV,LGA,23,2119,2056
1,23,UA,EWR,-10,1939,1949
1,2,B6,JFK,-13,1513,1526
3,26,EV,EWR,-3,1318,1321
1,24,B6,JFK,48,23,2335
3,14,UA,EWR,-39,1027,1106
12,2,US,LGA,-16,642,658
12,18,UA,EWR,-4,1303,1307
2,25,B6,JFK,6,1131,1125
8,2,EV,LGA,0,955,955
9,5,US,LGA,-16,1037,1053
4,5,MQ,JFK,11,1221,1210
10,26,VX,JFK,-30,1205,1235
5,15,WN,EWR,-8,1527,1535
7,21,DL,JFK,111,203,12
5,16,DL,LGA,6,1945,1939
12,7,DL,LGA,-11,1328,1339
3,22,DL,EWR,-26,1408,1434
11,13,EV,EWR,-25,747,812
8,9,EV,LGA,66,1400,1254
8,16,AA,LGA,-6,1954,2000
12,11,9E,EWR,33,1513,1440
12,26,WN,EWR,-12,2048,2100
7,17,B6,EWR,-16,1048,1104
12,24,B6,LGA,24,1418,1354
3,26,EV,LGA,8,1704,1656
3,13,DL,LGA,4,1418,1414
10,26,UA,EWR,-10,1203,1213
2,22,UA,EWR,-3,955,958
11,5,9E,JFK,-31,1751,1822
5,11,UA,JFK,59,2222,2123
5,29,UA,EWR,-3,1337,1340
2,24,B6,JFK,-22,735,757
4,30,MQ,JFK,-3,1742,1745
9,6,DL,JFK,-40,2334,14
7,15,EV,EWR,17,917,900
10,31,UA,EWR,10,1636,1626
7,8,EV,EWR,98,27,2249
3,24,UA,EWR,15,2327,2312
5,27,FL,LGA,-8,807,815
9,22,EV,EWR,-1,933,934
11,3,EV,EWR,-8,2350,2358
4,15,B6,JFK,9,26,17
12,15,US,EWR,11,1032,1021
7,25,VX,EWR,56,2151,2055
2,1,EV,EWR,6,1126,1120
8,24,AA,LGA,-15,1535,1550
5,28,US,LGA,74,2130,2016
3,16,AA,JFK,-10,1205,1215
1,7,EV,EWR,74,2226,2112
5,13,B6,JFK,-8,1201,1209
3,17,9E,JFK,-12,2058,2110
9,1,EV,EWR,30,1231,1201
8,11,US,EWR,-16,850,906
12,30,B6,JFK,-24,1444,1508
6,12,UA,EWR,-11,14,25
5,5,AA,LGA,-18,1842,1900
5,2,MQ,LGA,-8,1602,1610
4,13,AA,LGA,7,1147,1140
8,30,AA,EWR,12,1947,1935
4,16,EV,EWR,-9,2302,2311
9,28,DL,JFK,-6,1009,1015
11,1,EV,EWR,106,1015,829
9,26,B6,JFK,-38,1913,1951
4,17,FL,LGA,15,1908,1853
3,20,WN,EWR,-8,1317,1325
4,18,UA,EWR,274,1810,1336
7,19,DL,JFK,122,2104,1902
2,7,B6,JFK,-18,2344,2
2,12,WN,LGA,-21,2019,2040
9,12,B6,JFK,123,15,2212
6,15,UA,EWR,-7,2017,2024
1,9,MQ,LGA,-8,1212,1220
8,15,9E,JFK,34,1104,1030
5,24,B6,EWR,-1,946,947
5,21,US,LGA,-20,1310,1330
12,18,DL,JFK,26,1953,1927
10,19,EV,EWR,-18,855,913
9,8,EV,LGA,3,2044,2041
5,11,AA,JFK,1,1746,1745
4,26,EV,EWR,41,1812,1731
3,17,AA,EWR,-2,908,910
2,1,DL,LGA,11,2224,2213
3,25,UA,EWR,NA,NA,906
2,12,B6,JFK,-6,1827,1833
11,14,AA,LGA,2,1141,1139
11,6,EV,EWR,22,856,834
2,4,AA,LGA,6,1931,1925
4,9,B6,EWR,-20,1232,1252
8,23,DL,LGA,-20,1353,1413
1,6,AA,JFK,-6,1119,1125
1,24,B6,JFK,25,1420,1355
5,16,AA,LGA,-32,1423,1455
3,29,B6,JFK,-11,1021,1032
8,1,B6,JFK,113,2043,1850
10,18,EV,EWR,7,953,946
2,3,EV,EWR,NA,NA,1147
9,13,DL,JFK,-19,1042,1101
9,27,B6,JFK,-22,1543,1605
2,16,VX,JFK,-32,1003,1035
9,4,EV,LGA,40,1211,1131
4,7,UA,EWR,-36,829,905
8,18,EV,EWR,12,741,729
3,25,EV,EWR,-10,1756,1806
3,18,EV,EWR,166,103,2217
4,25,EV,LGA,27,1747,1720
3,30,9E,JFK,7,1819,1812
5,20,WN,EWR,-17,1223,1240
6,22,EV,EWR,-22,843,905
6,11,MQ,LGA,17,1127,1110
5,23,EV,LGA,128,1459,1251
10,6,WN,EWR,-22,1743,1805
4,27,AA,EWR,-16,859,915
9,6,UA,LGA,-32,1310,1342
6,24,US,LGA,14,1522,1508
9,14,EV,JFK,-6,1114,1120
7,2,WN,EWR,54,1529,1435
6,7,EV,EWR,-13,736,749
11,10,B6,JFK,-12,917,929
10,6,EV,EWR,-24,2159,2223
6,3,B6,EWR,15,2201,2146
9,26,AA,JFK,-21,2014,2035
4,5,VX,JFK,-22,2008,2030
9,28,B6,EWR,-46,1122,1208
9,7,DL,LGA,-16,1946,2002
9,4,FL,LGA,-6,1529,1535
7,24,UA,EWR,12,10,2358
1,22,DL,LGA,26,2009,1943
9,25,UA,EWR,-10,1014,1024
12,18,UA,EWR,-7,1824,1831
3,3,EV,LGA,-23,1506,1529
6,6,VX,JFK,17,2022,2005
9,5,AA,LGA,-34,1046,1120
2,7,B6,EWR,-1,48,49
8,9,UA,EWR,67,2042,1935
1,8,EV,EWR,61,1911,1810
7,11,EV,EWR,22,1137,1115
10,25,MQ,LGA,39,2104,2025
11,10,DL,LGA,-38,1106,1144
1,1,B6,JFK,-17,1053,1110
8,28,AA,JFK,37,2017,1940
8,30,B6,JFK,-46,1859,1945
12,29,AA,LGA,-11,1209,1220
3,21,AA,EWR,-21,1949,2010
7,19,EV,LGA,54,29,2335
5,31,9E,JFK,-11,1740,1751
4,13,B6,JFK,0,1042,1042
3,18,AA,JFK,9,1229,1220
6,29,UA,EWR,-27,1410,1437
8,13,UA,EWR,-11,1954,2005
6,12,MQ,LGA,29,1739,1710
9,4,EV,EWR,-27,1223,1250
5,11,DL,EWR,-8,953,1001
5,27,WN,EWR,13,1953,1940
5,30,US,LGA,41,1822,1741
3,20,EV,LGA,125,1931,1726
6,12,UA,EWR,-7,2128,2135
2,10,B6,JFK,-19,425,444
12,10,B6,JFK,55,103,8
11,14,MQ,LGA,-5,1750,1755
4,3,DL,JFK,-34,1745,1819
2,22,UA,EWR,-16,1107,1123
7,28,UA,LGA,43,2026,1943
2,24,B6,JFK,-2,2326,2328
2,2,MQ,JFK,19,1234,1215
5,28,EV,EWR,124,30,2226
6,4,DL,LGA,5,1535,1530
11,8,AA,LGA,-12,2043,2055
2,11,9E,JFK,43,1737,1654
9,15,DL,JFK,5,1900,1855
3,7,DL,JFK,-20,1040,1100
7,18,AA,JFK,43,1953,1910
8,15,UA,EWR,-18,1827,1845
1,9,B6,JFK,0,810,810
1,1,MQ,LGA,28,1818,1750
8,28,UA,EWR,-20,1124,1144
11,9,FL,LGA,-12,1804,1816
11,18,MQ,JFK,38,1828,1750
10,16,EV,EWR,-5,1141,1146
3,11,DL,EWR,8,1639,1631
11,19,UA,EWR,-3,1547,1550
9,1,UA,EWR,-3,824,827
10,8,DL,LGA,-13,2313,2326
1,23,MQ,LGA,-21,1229,1250
1,13,EV,EWR,-10,1308,1318
8,18,EV,EWR,-5,850,855
11,16,EV,LGA,16,735,719
3,13,UA,EWR,31,1251,1220
12,15,EV,EWR,23,2019,1956
10,28,EV,EWR,-4,754,758
12,13,EV,LGA,3,1316,1313
3,21,UA,EWR,13,1757,1744
10,27,EV,LGA,-39,2157,2236
4,13,AA,JFK,-30,1845,1915
12,11,MQ,LGA,23,2103,2040
9,5,MQ,LGA,-21,2119,2140
2,14,B6,JFK,14,1436,1422
11,23,UA,EWR,-8,2154,2202
9,14,9E,JFK,-37,939,1016
8,21,B6,JFK,-19,828,847
4,10,9E,JFK,NA,NA,2134
6,26,AA,LGA,215,1830,1455
3,12,B6,JFK,50,47,2357
11,7,WN,EWR,3,928,925
5,27,VX,EWR,-1,1214,1215
7,25,EV,LGA,20,1625,1605
11,13,US,LGA,-7,801,808
1,10,AA,LGA,-2,1013,1015
5,2,9E,EWR,0,1004,1004
10,25,EV,LGA,36,1757,1721
10,30,DL,LGA,-8,2229,2237
1,18,UA,EWR,46,2152,2106
9,11,DL,JFK,-30,1031,1101
7,11,UA,EWR,-7,1553,1600
1,2,DL,JFK,-57,1130,1227
4,13,EV,EWR,17,2018,2001
6,17,AA,JFK,10,850,840
12,17,EV,LGA,20,1544,1524
11,24,MQ,LGA,8,1658,1650
3,25,B6,JFK,104,111,2327
4,3,DL,LGA,11,2142,2131
9,8,EV,EWR,-3,1537,1540
12,23,DL,LGA,40,2300,2220
8,26,EV,LGA,-13,2133,2146
7,3,EV,LGA,-23,1217,1240
5,5,AA,LGA,-32,1918,1950
3,27,WN,EWR,-7,733,740
7,26,DL,LGA,61,2233,2132
2,23,UA,EWR,-5,1805,1810
4,9,UA,EWR,78,1341,1223
1,22,AA,LGA,9,1714,1705
5,4,UA,EWR,-21,1342,1403
6,1,B6,JFK,-39,1915,1954
11,5,UA,EWR,-25,1545,1610
12,11,EV,EWR,56,906,810
7,31,B6,JFK,-15,1830,1845
12,20,US,JFK,-21,1532,1553
10,24,DL,LGA,21,1438,1417
2,26,B6,JFK,9,1112,1103
6,17,MQ,JFK,-15,1630,1645
3,6,AA,LGA,6,1446,1440
2,21,EV,EWR,-11,710,721
6,18,EV,EWR,114,2309,2115
4,20,EV,EWR,-3,928,931
4,29,AA,LGA,-28,1142,1210
9,20,US,LGA,-24,1950,2014
3,8,AA,JFK,72,2242,2130
10,15,MQ,LGA,-9,1441,1450
4,22,EV,EWR,169,52,2203
8,12,MQ,JFK,14,2314,2300
1,18,B6,JFK,-4,923,927
1,6,UA,EWR,48,2210,2122
6,17,VX,EWR,27,1622,1555
7,22,EV,EWR,31,953,922
11,30,UA,EWR,-21,908,929
8,18,B6,JFK,-32,1602,1634
5,28,DL,JFK,34,1950,1916
10,22,MQ,LGA,-4,2011,2015
5,24,UA,EWR,-21,752,813
5,28,EV,EWR,-2,1511,1513
5,24,UA,EWR,-14,1301,1315
3,29,AA,LGA,-18,1007,1025
11,16,AA,LGA,-19,1026,1045
11,7,DL,LGA,-15,739,754
11,11,WN,LGA,14,1429,1415
4,4,UA,EWR,-8,3,11
3,4,US,LGA,6,1740,1734
11,26,AA,JFK,4,2039,2035
6,24,B6,JFK,7,1459,1452
8,20,B6,EWR,46,2240,2154
9,16,UA,EWR,-16,1615,1631
3,21,UA,EWR,-12,1008,1020
11,15,US,LGA,-29,1850,1919
5,20,US,EWR,4,1656,1652
11,9,UA,EWR,-24,1142,1206
11,19,EV,EWR,-5,1244,1249
9,13,UA,EWR,6,2100,2054
6,29,MQ,LGA,-3,1952,1955
2,14,DL,JFK,-14,1803,1817
3,28,UA,EWR,-13,2141,2154
9,17,EV,EWR,-24,2138,2202
10,9,US,EWR,-26,1145,1211
2,7,UA,EWR,-13,2141,2154
8,1,WN,EWR,-15,850,905
10,2,UA,EWR,-31,934,1005
8,28,DL,LGA,15,1251,1236
2,2,UA,EWR,-8,2020,2028
4,11,UA,JFK,-12,903,915
1,2,B6,EWR,4,1759,1755
5,2,UA,EWR,-27,1418,1445
12,16,B6,JFK,5,915,910
5,18,EV,EWR,-12,2229,2241
6,16,B6,JFK,-16,2346,2
3,16,DL,JFK,-31,2108,2139
4,23,B6,JFK,43,2313,2230
2,20,EV,EWR,-6,1731,1737
5,1,AA,LGA,-6,1454,1500
8,13,9E,JFK,33,2142,2109
7,7,B6,JFK,-14,910,924
7,10,UA,EWR,4,1001,957
4,13,EV,LGA,-24,1629,1653
2,28,UA,EWR,-23,944,1007
2,27,MQ,EWR,179,2319,2020
12,16,AA,JFK,6,1916,1910
8,20,DL,JFK,2,1112,1110
3,22,UA,EWR,3,2321,2318
8,12,EV,EWR,0,1541,1541
8,11,UA,EWR,13,1940,1927
2,9,B6,JFK,NA,NA,1125
12,10,UA,EWR,18,1216,1158
11,3,UA,EWR,-20,1735,1755
4,21,UA,EWR,-7,845,852
11,15,DL,EWR,28,1316,1248
4,8,EV,EWR,-22,1454,1516
9,15,EV,EWR,4,1925,1921
12,14,EV,EWR,NA,NA,2321
11,28,DL,EWR,-1,1246,1247
9,22,UA,EWR,-17,1203,1220
5,23,EV,EWR,NA,NA,1128
3,28,VX,JFK,-20,1955,2015
12,31,UA,EWR,7,1940,1933
1,8,UA,EWR,11,1154,1143
1,24,DL,LGA,49,1205,1116
11,17,AA,EWR,-8,1442,1450
7,5,DL,JFK,-19,1837,1856
8,12,DL,LGA,-4,1640,1644
4,14,EV,LGA,-15,2022,2037
10,29,EV,EWR,23,1651,1628
6,10,B6,JFK,111,152,1
2,16,UA,EWR,-27,1658,1725
8,28,B6,JFK,152,1919,1647
1,6,MQ,JFK,70,2254,2144
12,10,DL,JFK,40,1415,1335
1,16,DL,LGA,45,1023,938
9,28,UA,EWR,-26,2159,2225
9,18,B6,JFK,-21,1106,1127
10,7,UA,EWR,47,1815,1728
7,28,DL,JFK,17,2022,2005
10,15,MQ,LGA,28,2153,2125
5,30,MQ,LGA,NA,NA,1730
1,28,MQ,LGA,-7,1118,1125
7,15,EV,EWR,-24,1357,1421
7,19,DL,LGA,-16,949,1005
9,11,B6,JFK,-1,1529,1530
11,11,UA,LGA,-17,922,939
5,23,B6,EWR,NA,NA,2150
6,10,US,LGA,91,1819,1648
4,24,AA,LGA,-9,1356,1405
2,17,B6,JFK,47,1149,1102
7,11,B6,JFK,168,1758,1510
5,24,MQ,EWR,100,2135,1955
11,1,DL,JFK,13,918,905
12,18,UA,EWR,-6,1332,1338
10,13,AA,LGA,-15,1945,2000
7,18,US,LGA,-21,955,1016
9,2,WN,EWR,2,1412,1410
11,28,B6,JFK,-1,1507,1508
8,20,UA,EWR,40,1907,1827
1,22,UA,LGA,22,1101,1039
8,17,B6,JFK,-19,2355,14
5,10,B6,JFK,-6,754,800
11,1,EV,EWR,125,1833,1628
